2.505750E-1	2.500000E-6
2.424250E-1	3.250000E-6
2.426625E-1	6.250000E-6
2.441875E-1	5.250000E-6
2.388375E-1	5.250000E-6
2.440375E-1	9.750000E-6
2.416250E-1	-1.750000E-6
2.634000E-1	3.250000E-6
1.979875E-1	5.000000E-7
1.959375E-1	-2.500000E-6
2.228375E-1	1.250000E-6
2.778000E-1	4.500000E-6
3.117750E-1	5.250000E-6
3.525375E-1	1.500000E-5
4.096875E-1	1.250000E-5
4.371750E-1	1.425000E-5
4.754375E-1	3.175000E-5
5.088125E-1	5.700000E-5
5.277625E-1	7.725000E-5
5.420375E-1	1.047500E-4
5.554375E-1	1.372500E-4
5.636000E-1	1.767500E-4
5.688875E-1	2.107500E-4
5.747750E-1	2.505000E-4
5.821125E-1	2.815000E-4
5.852750E-1	3.260000E-4
5.883750E-1	3.595000E-4
5.918500E-1	4.002500E-4
5.947750E-1	4.365000E-4
5.981750E-1	4.740000E-4
6.003375E-1	5.117500E-4
6.031375E-1	5.497500E-4
6.047625E-1	5.937500E-4
6.056875E-1	6.242500E-4
6.084500E-1	6.675000E-4
6.091375E-1	7.020000E-4
6.115625E-1	7.375000E-4
6.132375E-1	7.790000E-4
6.145500E-1	8.170000E-4
6.168500E-1	8.480000E-4
6.174375E-1	8.875000E-4
6.189000E-1	9.217500E-4
6.195000E-1	9.597500E-4
6.216500E-1	1.004250E-3
6.224125E-1	1.043000E-3
6.236500E-1	1.075250E-3
6.250000E-1	1.113750E-3
6.259000E-1	1.148500E-3
6.265625E-1	1.191000E-3
6.275375E-1	1.220750E-3
6.289625E-1	1.259000E-3
6.294750E-1	1.298500E-3
6.299375E-1	1.335000E-3
6.312875E-1	1.369750E-3
6.310625E-1	1.404250E-3
6.323000E-1	1.437750E-3
6.336250E-1	1.471500E-3
6.348125E-1	1.515000E-3
6.347500E-1	1.550750E-3
6.347375E-1	1.592500E-3
6.365500E-1	1.623250E-3
6.370625E-1	1.661000E-3
6.380000E-1	1.692250E-3
6.393125E-1	1.734750E-3
6.395250E-1	1.768000E-3
6.396625E-1	1.806250E-3
6.406625E-1	1.834750E-3
6.414250E-1	1.870500E-3
6.424750E-1	1.905250E-3
6.423875E-1	1.945250E-3
6.434375E-1	1.985250E-3
6.439875E-1	2.012750E-3
6.436250E-1	2.046250E-3
6.450625E-1	2.085250E-3
6.445250E-1	2.115000E-3
6.464500E-1	2.157750E-3
6.465500E-1	2.191500E-3
6.468500E-1	2.230500E-3
6.474625E-1	2.257500E-3
6.478375E-1	2.295500E-3
6.483125E-1	2.326000E-3
6.491750E-1	2.357000E-3
6.505875E-1	2.397750E-3
6.498500E-1	2.431500E-3
6.505000E-1	2.468000E-3
6.514250E-1	2.494250E-3
6.506750E-1	2.528000E-3
6.517250E-1	2.567750E-3
6.530875E-1	2.600250E-3
6.532750E-1	2.634000E-3
6.531875E-1	2.670250E-3
6.531625E-1	2.708250E-3
6.539125E-1	2.735500E-3
6.547875E-1	2.770250E-3
6.553250E-1	2.801750E-3
6.548125E-1	2.834750E-3
6.560000E-1	2.868750E-3
6.558750E-1	2.897500E-3
6.570000E-1	2.931750E-3
6.571875E-1	2.972250E-3
6.573250E-1	3.002000E-3
6.577625E-1	3.033500E-3
6.578000E-1	3.065250E-3
6.581250E-1	3.098500E-3
6.593500E-1	3.137250E-3
6.594125E-1	3.164250E-3
6.598375E-1	3.202500E-3
6.599250E-1	3.228000E-3
6.604500E-1	3.257250E-3
6.610250E-1	3.296750E-3
6.613750E-1	3.320250E-3
6.612375E-1	3.354500E-3
6.616750E-1	3.393500E-3
6.621750E-1	3.421250E-3
6.624250E-1	3.457000E-3
6.622500E-1	3.487000E-3
6.632750E-1	3.518250E-3
6.637250E-1	3.553250E-3
6.638000E-1	3.584250E-3
6.636625E-1	3.615500E-3
6.644250E-1	3.647250E-3
6.652750E-1	3.671750E-3
6.648375E-1	3.703000E-3
6.649125E-1	3.739000E-3
6.657000E-1	3.771500E-3
6.662000E-1	3.801000E-3
6.661625E-1	3.826000E-3
6.663750E-1	3.860250E-3
6.671750E-1	3.887000E-3
6.670875E-1	3.927750E-3
6.675125E-1	3.953750E-3
6.677750E-1	3.987500E-3
6.669250E-1	4.013500E-3
6.684375E-1	4.052000E-3
6.686125E-1	4.076000E-3
6.682250E-1	4.105750E-3
6.694250E-1	4.132250E-3
6.703125E-1	4.210250E-3
6.706500E-1	4.360250E-3
6.710875E-1	4.522250E-3
6.729625E-1	4.662250E-3
6.743000E-1	4.814750E-3
6.751500E-1	4.968000E-3
6.764000E-1	5.116000E-3
6.771125E-1	5.263000E-3
6.787500E-1	5.408250E-3
6.782250E-1	5.556750E-3
6.801625E-1	5.701750E-3
6.814875E-1	5.850750E-3
6.822375E-1	5.988000E-3
6.830500E-1	6.139000E-3
6.848625E-1	6.275000E-3
6.855375E-1	6.420250E-3
6.857875E-1	6.562000E-3
6.866625E-1	6.709250E-3
6.868625E-1	6.845000E-3
6.879875E-1	6.984000E-3
6.897250E-1	7.126250E-3
6.897250E-1	7.259500E-3
6.903500E-1	7.395750E-3
6.913625E-1	7.537000E-3
6.923625E-1	7.670500E-3
6.927875E-1	7.807250E-3
6.929375E-1	7.939250E-3
6.944625E-1	8.074750E-3
6.948500E-1	8.205250E-3
6.943250E-1	8.339250E-3
6.961000E-1	8.470250E-3
6.962750E-1	8.609250E-3
6.971875E-1	8.737500E-3
6.976750E-1	8.865000E-3
6.976000E-1	8.990250E-3
6.987875E-1	9.112750E-3
6.992875E-1	9.245500E-3
6.998750E-1	9.368000E-3
7.001500E-1	9.505000E-3
7.008750E-1	9.628750E-3
7.017750E-1	9.758000E-3
7.017750E-1	9.883250E-3
7.023375E-1	1.000800E-2
7.025250E-1	1.013225E-2
7.031125E-1	1.026050E-2
7.039000E-1	1.037675E-2
7.043500E-1	1.050200E-2
7.045625E-1	1.062150E-2
7.053000E-1	1.074175E-2
7.055875E-1	1.086350E-2
7.053625E-1	1.097650E-2
7.066500E-1	1.110200E-2
7.072375E-1	1.122450E-2
7.085125E-1	1.133525E-2
7.072375E-1	1.145675E-2
7.084375E-1	1.157100E-2
7.086625E-1	1.168600E-2
7.089625E-1	1.180200E-2
7.092250E-1	1.191850E-2
7.096750E-1	1.202750E-2
7.105875E-1	1.214175E-2
7.108000E-1	1.225750E-2
7.113375E-1	1.236875E-2
7.119250E-1	1.248100E-2
7.124625E-1	1.258400E-2
7.122250E-1	1.270500E-2
7.126750E-1	1.280875E-2
7.135000E-1	1.291650E-2
7.136500E-1	1.302825E-2
7.138625E-1	1.314325E-2
7.145375E-1	1.324700E-2
7.148250E-1	1.334875E-2
7.149625E-1	1.346350E-2
7.150500E-1	1.356700E-2
7.148250E-1	1.367600E-2
7.154000E-1	1.377325E-2
7.159000E-1	1.388400E-2
7.165125E-1	1.398300E-2
7.179625E-1	1.408450E-2
